userid,x,y
1249365,0,-104
1249374,-165,166
1249378,60,-149
1249377,15,-29
1249375,-270,61
1249370,-120,76
1249381,-210,121
1249382,-15,31
1249373,-60,-59
1249380,150,-89
1249376,-180,46
1249385,0,151
1249386,-30,76
1249379,75,-119
1249383,-135,151
1249390,0,1
1249391,105,76
1249384,15,20
1249394,75,-194
1249388,-75,136
1249395,-210,31
1249392,150,181
1249389,-75,61
1249397,-180,91
1249399,-90,151
1249387,-105,-44
1249402,-210,136
1249396,0,-194
1249403,15,181
1249398,-105,-74
1249400,-135,-164
1249405,-15,-59
1249393,15,-74
1249407,-15,46
1249410,-105,46
1249412,-135,181
1249413,-15,211
1249406,135,-209
1249404,-60,226
1249408,-90,166
1249411,180,-59
1249414,135,-194
1249415,-180,151
1249409,0,-14
1249401,-150,76
1249420,0,-149
1249418,30,-104
1249419,-195,166
1249421,-15,196
1249416,-300,1
1249417,-225,181
1249424,60,-14
1249427,-120,136
1249426,45,16
1249425,-90,16
1249430,0,136
1249431,-75,196
1249422,75,-74
1249434,105,1
1249435,135,151
1249432,-150,166
1249429,0,-194
1249433,180,-179
1249428,-184,76
1249423,-60,241
1249437,-67,1
1249438,-60,16
1249440,-15,18
1249436,-270,76
1249444,-135,121
1249439,30,-44
1249445,0,-89
1249441,15,91
1249446,-60,-104
1249448,-30,76
1249442,-105,-149
1249443,-90,-98
1249450,105,-89
1249447,-75,106
1249452,15,-29
1249453,120,-29
1249449,-30,151
1249456,45,-59
1249451,-120,76
1249455,165,16
1249459,-120,106
1249458,135,-29
1249461,-30,46
1249454,165,-89
1249464,-90,61
1249460,-195,181
1249466,45,-104
1249457,-105,31
1249468,-285,-104
1249462,-165,16
1249470,-30,-74
1249465,-15,76
1249463,-120,-74
1249472,135,-119
1249469,-165,-59
1249474,-105,1
1249477,-90,-104
1249471,-105,181
1249479,0,166
1249480,15,-44
1249476,-45,-89
1249478,60,-44
1249482,45,31
1249483,-165,61
1249475,-105,121
1249467,-165,61
1249486,0,-14
1249487,-195,61
1249473,-255,166
1249481,30,-119
1249485,60,-164
1249490,120,-119
1249491,30,106
1249488,150,-59
1249484,135,-269
1249495,-150,136
1249496,-90,-89
1249494,-45,-89
1249499,-90,196
1249500,-60,-209
1249492,90,-14
1249493,-120,31
1249497,-180,46
1249502,-150,-29
1249503,210,-194
1249489,0,91
1249501,-45,-209
1249507,-60,136
1249508,120,-179
1249504,-135,91
1249511,-45,121
1249505,210,106
1249512,150,106
1249506,60,166
1249514,-165,76
1249510,60,-165
1249498,-105,76
1249513,0,46
1249516,30,211
1249515,0,241
1249509,-120,-74
1249518,-165,-14
1249521,90,226
1249519,-15,1
1249517,-90,52
1249522,-30,91
1249525,60,1
1249523,-45,-44
1249520,210,-14
1249526,-240,181
1249524,-45,35
1249529,120,-89
1249527,-15,91
1249530,-60,-29
1249528,-60,-14
1249531,150,-59
1249533,-75,-74
1249535,-30,-74
1249537,30,-44
1249534,90,-59
1249536,-75,-14
1249540,-105,46
1249541,-105,61
1249538,210,16
1249532,-210,181
1249542,-105,61
1249539,-90,256
1249546,-15,-14
1249545,-75,-89
1249549,-75,-89
1249544,-105,106
1249543,168,185
1249551,210,-149
1249547,-150,91
1249553,150,151
1249556,-75,91
1249558,-120,-14
1249554,210,-29
1249559,-90,91
1249550,0,-134
1249560,75,-14
1249557,-75,181
1249555,240,-44
1249562,30,76
1249561,-279,-167
1249564,-75,136
1249552,45,91
1249567,-135,76
1249565,45,-104
1249569,120,-59
1249568,-45,76
1249563,-105,91
1249571,-30,76
1249566,-225,106
1249548,120,-29
1249573,225,-44
1249574,-188,211
1249576,-75,-44
1249579,45,-44
1249572,-210,121
1249580,45,-59
1249577,-135,256
1249581,-45,61
1249582,-75,-104
1249575,-120,31
1249584,75,61
1249578,240,31
1249587,-165,166
1249586,0,1
1249585,-60,181
1249583,-105,-14
1249570,45,121
1249589,-135,16
1249591,-45,61
1249592,-165,181
1249588,-60,16
1249593,-210,1
1249596,0,106
1249590,150,31
1249598,300,-299
1249597,150,31
1249601,-15,91
1249600,-180,151
1249603,-60,1
1249604,-90,-74
1249605,-45,151
1249595,30,-44
1249607,105,-74
1249608,-120,-149
1249606,-255,61
1249594,255,-59
1249609,-60,76
1249599,-60,76
1249602,135,-29
1249611,-210,-104
1249612,75,-29
1249615,45,-14
1249610,-105,76
1249619,-180,-59
1249613,-60,-164
1249618,-300,166
1249620,120,-89
1249622,-75,121
1249625,-135,136
1249624,30,16
1249621,-105,46
1249626,0,-194
1249616,-150,151
1249617,180,241
1249628,-45,166
1249627,-60,31
1249614,165,46
1249623,-15,16
1249630,30,-14
1249633,-15,76
1249629,-195,121
1249634,-15,-179
1249631,-150,106
1249638,105,-89
1249632,-150,166
1249637,-195,106
1249640,-165,61
1249642,-195,196
1249639,-120,76
1249636,-45,-74
1249635,-195,-74
1249644,15,91
1249646,-120,1
1249645,-165,241
1249641,60,-44
1249643,-120,-14
1249647,-15,-179
1249650,-180,121
1249652,150,16
1249649,-30,166
1249651,-105,136
1249648,-60,106
1249656,60,-89
1249653,30,16
1249654,60,-29
1249657,0,-194
1249658,-57,-134
1249655,-90,-134
1249659,-60,-29
1249661,-255,196
1249664,-60,-59
1249663,-165,166
1249662,-240,-89
1249660,-90,46
1249668,180,-44
1249665,-75,121
1249667,165,-89
1249669,-30,1
1249670,-270,31
1249666,210,-164
1249673,-60,-14
1249674,0,16
1249675,-105,106
1249671,30,-149
1249676,30,-14
1249679,270,46
1249672,-225,31
1249677,-75,1
1249681,120,166
1249680,0,46
1249678,-150,136
1249683,-150,211
1249684,75,91
1249682,-150,91
1249687,-165,-59
1249686,-105,166
1249685,45,106
1249690,285,76
1249691,-15,-209
1249688,180,-29
1249689,-90,1
1249693,45,-44
1249692,-195,166
1249694,-120,61
1249697,30,136
1249696,-134,1
1249695,105,91
1249700,135,16
1249699,-30,-74
1249704,105,16
1249703,-135,136
1249702,-135,185
1249701,-240,106
1249706,-300,1
1249698,-45,106
1249708,15,-224
1249709,-120,168
1249705,-60,16
1249712,-30,46
1249710,-30,196
1249715,-90,-59
1249711,-255,185
1249714,0,-89
1249717,-45,76
1249707,-195,136
1249719,105,-239
1249721,165,256
1249722,-30,91
1249718,255,-149
1249724,-60,-89
1249720,-120,1
1249713,-120,-149
1249725,-105,-44
1249726,-75,1
1249723,225,-89
1249728,-75,61
1249729,-120,-14
1249731,-30,121
1249727,-135,-134
1249732,-135,16
1249734,0,-119
1249733,-75,151
1249716,-45,-29
1249736,-30,-44
1249739,-105,-149
1249738,-15,-104
1249735,-150,61
1249730,-210,226
1249742,-105,-254
1249737,-30,-134
1249743,45,-104
1249744,-60,1
1249740,-45,-104
1249747,-195,121
1249745,-132,23
1249749,150,121
1249750,-75,46
1249752,-150,-59
1249748,-135,76
1249754,-217,-14
1249755,-210,-15
1249756,30,136
1249753,60,76
1249741,-135,-89
1249746,-165,46
1249758,15,121
1249759,-60,16
1249760,-105,-119
1249757,90,-164
1249764,-165,91
1249761,-30,76
1249751,-90,31
1249765,165,46
1249766,-45,121
1249768,-45,46
1249763,45,-134
1249769,-30,16
1249767,0,-29
1249771,15,-74
1249762,0,1
1249772,60,61
1249773,-60,-104
1249770,90,-74
1249777,-120,46
1249775,-75,46
1249776,15,-44
1249780,-150,-14
1249774,-150,211
1249779,-105,106
1249782,-45,-119
1249785,-120,91
1249778,-90,1
1249788,-120,91
1249787,45,16
1249783,210,46
1249784,-75,-224
1249781,-45,-89
1249789,270,181
1249791,-90,-44
1249792,30,61
1249786,-90,46
1249796,15,76
1249790,165,-89
1249797,-105,136
1249798,75,-179
1249794,-90,61
1249795,-180,-74
1249800,-195,106
1249802,-60,226
1249793,-15,-14
1249799,165,-104
1249803,210,16
1249801,-150,226
1249806,0,1
1249805,-90,-124
1249810,-285,16
1249807,60,106
1249812,-150,61
1249814,-15,61
1249804,-45,-119
1249813,30,1
1249808,210,61
1249816,-30,-164
1249817,-135,-239
1249822,-30,-284
1249815,45,-29
1249809,-150,46
1249821,135,31
1249819,-45,-44
1249823,45,-29
1249811,195,-74
1249826,-165,1
1249828,-135,-74
1249824,-180,166
1249830,-30,-254
1249831,-105,91
1249827,-195,61
1249818,-105,136
1249833,-135,-74
1249825,0,136
1249832,-30,121
1249834,75,-59
1249837,-135,31
1249835,-195,151
1249820,-75,166
1249841,-105,226
1249840,45,-119
1249838,15,-119
1249829,-30,-179
1249844,120,46
1249845,0,-29
1249842,-30,61
1249839,-270,-14
1249836,0,-14
1249848,-105,91
1249849,-75,136
1249843,-45,1
1249846,30,-14
1249853,-150,-29
1249850,-30,-74
1249854,225,166
1249847,300,121
1249857,135,-89
1249851,75,-134
1249855,90,-59
1249859,-195,166
1249861,-225,61
1249856,15,91
1249864,195,-134
1249858,105,31
1249865,-180,46
1249852,-120,106
1249863,75,-89
1249867,60,61
1249869,-90,31
1249862,210,46
1249860,225,211
1249872,75,-14
1249873,-165,1
1249868,-90,-194
1249866,-150,-29
1249877,-134,106
1249876,-120,46
1249871,-105,-29
1249870,105,-14
1249880,-45,31
1249881,-60,166
1249874,-150,106
1249884,-75,-164
1249878,-255,-44
1249885,90,-179
1249883,0,-44
1249879,-60,-89
1249887,30,-74
1249882,-30,-59
1249889,-15,-44
1249886,-45,76
1249892,-180,91
1249890,-225,151
1249875,15,-59
1249894,-165,136
1249896,-105,-89
1249888,-135,91
1249895,-195,-74
1249900,-30,-74
1249893,-90,-149
1249899,-90,166
1249897,-60,151
1249905,-30,-44
1249902,-120,1
1249903,-75,-14
1249907,-195,16
1249906,-90,31
1249909,105,-164
1249891,285,-29
1249901,-60,-29
1249908,210,91
1249904,-105,196
1249910,195,46
1249912,-75,-104
1249898,-90,31
1249911,0,-164
1249918,-60,61
1249917,-15,-179
1249915,-90,-59
1249921,15,-59
1249914,15,136
1249922,-165,46
1249924,105,-104
1249916,240,-59
1249913,-195,181
1249919,-120,-164
1249926,-255,166
1249920,-135,106
1249923,90,-104
1249927,-270,121
1249931,-15,-104
1249925,-105,151
1249935,-15,-89
1249934,-15,-29
1249930,270,-59
1249932,-45,151
1249929,-60,-194
1249937,-60,16
1249938,-30,-29
1249928,-45,-44
1249942,-150,166
1249943,15,-44
1249933,-30,46
1249945,16,16
1249939,-285,166
1249941,-120,196
1249946,75,16
1249936,180,-149
1249948,-45,-194
1249940,15,-89
1249951,-180,61
1249944,-75,61
1249953,-90,181
1249949,-60,16
1249955,-300,166
1249957,-135,-164
1249950,-210,31
1249959,-67,151
1249947,-30,31
1249960,90,-74
1249962,-75,-92
1249954,105,-164
1249952,-210,106
1249958,-15,31
1249956,15,46
1249964,15,-55
1249965,-75,46
1249963,-15,-44
1249961,-90,61
1249966,-105,76
1249971,195,-29
1249970,0,1
1249968,150,-269
1249967,-120,181
1249975,-180,151
1249972,30,-119
1249974,-30,-74
1249976,-60,35
1249973,75,16
1249969,-225,181
1249979,-105,-74
1249977,-285,181
1249980,15,46
1249982,-90,-134
1249985,105,-194
1249978,-60,-89
1249981,0,1
1249987,-120,196
1249983,30,-44
1249989,-120,-164
1249988,-195,-29
1249986,-15,1
1249984,-255,151
1249992,-15,31
1249994,-120,16
1249995,-15,1
1249993,-135,106
1249990,-45,76
1249991,-240,196
1249999,-135,151
1249996,165,-104
1250000,-45,46
1250001,-15,1
1249998,-195,61
1249997,-15,-74
1250004,-120,106
1250003,-45,91
1250006,-150,76
1250007,180,-29
1250002,-30,31
1250005,-150,-89
1250009,-105,-59
1250010,-45,-89
1250012,-270,136
1250013,105,-14
1250017,-150,-199
1250008,60,-44
1250018,-210,-74
1250015,-210,76
1250011,-210,85
1250020,-90,-134
1250019,-105,76
1250022,165,-74
1250016,-135,61
1250014,300,-104
1250025,0,16
1250026,-210,256
1250027,0,1
1250023,15,-74
1250030,15,-74
1250021,30,61
1250032,-15,-74
1250031,-45,106
1250024,300,-299
1250034,0,1
1250028,-135,76
1250036,165,166
1250033,-75,-179
1250037,-120,91
1250039,-195,46
1250029,-105,166
1250041,-150,46
1250035,-225,211
1250043,-105,-74
1250044,-255,-14
1250042,-167,-164
1250038,-75,121
1250046,-15,46
1250040,-240,91
1250049,0,1
1250048,-60,91
1250045,-90,61
1250047,-120,166
1250052,-135,151
1250054,225,31
1250055,-105,-44
1250050,-60,-164
1250051,-120,-164
1250058,-165,151
1250053,-15,196
1250059,-75,76
1250060,15,-119
1250056,-195,151
1250065,225,-179
1250057,-45,-164
1250066,-75,-209
1250063,60,-44
1250068,-105,-89
1250064,15,91
1250067,-75,-224
1250070,-45,-104
1250061,-75,1
1250062,90,-59
1250071,15,91
1250072,105,151
1250069,90,16
1250075,-120,46
1250078,-210,211
1250073,-120,121
1250081,-105,-74
1250079,-100,35
1250082,-240,46
1250084,-225,-89
1250077,-180,121
1250085,-15,16
1250074,-120,-44
1250086,-150,-29
1250076,45,121
1250080,-75,-59
1250087,-135,136
1250083,105,1
1250089,75,31
1250091,45,91
1250094,-135,1
1250088,-180,1
1250096,-30,58
1250098,-105,-89
1250097,-270,196
1250100,-120,196
1250095,105,16
1250101,-150,-17
1250102,-135,-59
1250090,-45,136
1250103,135,1
1250105,45,106
1250099,-165,121
1250093,15,106
1250106,-150,61
1250104,-195,136
1250108,270,-89
1250109,120,-119
1250092,210,-14
1250114,-150,-44
1250112,0,-119
1250110,-15,1
1250115,-90,151
1250117,-30,-29
1250107,90,-14
1250118,-165,-29
1250113,15,-134
1250120,-165,151
1250111,-255,1
1250121,-30,-44
1250123,120,16
1250125,15,-104
1250119,-15,166
1250124,15,91
1250127,135,61
1250129,-51,39
1250128,-15,-239
1250133,-45,16
1250116,-51,-59
1250132,-201,136
1250126,-132,168
1250122,-150,76
1250131,-60,-164
1250134,0,16
1250135,15,106
1250137,-135,226
1250139,-135,106
1250136,-135,91
1250142,300,61
1250141,-225,121
1250138,-75,-29
1250143,135,-59
1250130,60,-104
1250140,-45,-119
1250144,-45,46
1250146,165,91
1250145,-90,76
1250147,-120,76
1250149,-30,121
1250153,-60,151
1250148,16,226
1250152,-30,241
1250154,-255,226
1250155,75,-179
1250156,-117,151
1250157,-120,1
1250161,-60,31
1250150,-75,-134
1250162,0,1
1250151,15,166
1250163,-135,46
1250159,116,18
1250160,-120,1
1250164,-135,256
1250158,-120,1
1250168,165,-59
1250166,-75,16
1250171,-165,-14
1250169,-75,76
1250173,-120,121
1250165,-75,121
1250174,-15,-149
1250175,-195,46
1250177,-165,271
1250179,-15,-14
1250176,-120,166
1250181,-180,121
1250180,-120,-149
1250182,0,1
1250184,150,196
1250186,60,-89
1250185,180,-14
1250167,-90,76
1250178,-75,-59
1250187,-150,151
1250183,-120,136
1250188,-120,-14
1250170,-215,76
1250189,240,91
1250172,-225,151
1250192,210,76
1250190,-105,-104
1250194,60,-149
1250193,-30,-65
1250191,-60,31
1250196,-120,-14
1250198,60,-119
1250200,-30,-29
1250203,-75,-14
1250201,-60,241
1250199,-150,-179
1250204,30,-115
1250205,135,-119
1250206,-75,256
1250195,0,16
1250197,-165,106
1250209,150,135
1250210,-180,31
1250208,-75,121
1250211,-30,151
1250207,0,1
1250202,105,1
1250214,270,-29
1250215,-165,106
1250217,-165,166
1250216,30,-59
1250220,66,31
1250212,-180,-44
1250222,-210,181
1250221,165,76
1250213,-135,91
1250224,-165,151
1250218,-90,61
1250226,180,-14
1250227,-150,91
1250223,-255,166
1250229,15,91
1250231,285,-74
1250232,-60,68
1250219,-195,-29
1250235,-15,271
1250234,-105,-14
1250236,105,16
1250228,300,-89
1250225,120,136
1250233,-90,-59
1250238,0,91
1250230,0,-74
1250240,-135,76
1250239,-120,166
1250237,-75,-44
1250244,-75,-149
1250246,-60,-119
1250247,-30,196
1250243,-135,106
1250250,90,91
1250249,-75,-14
1250251,-15,16
1250241,135,-119
1250253,15,211
1250242,-30,-119
1250248,-210,46
1250254,-240,16
1250255,-30,52
1250252,-30,106
1250257,45,136
1250260,-210,106
1250261,-120,91
1250256,-60,91
1250263,-135,211
1250264,60,-29
1250265,120,1
1250259,120,-74
1250262,-225,-209
1250245,-60,-14
1250258,-180,226
1250267,105,-59
1250268,30,-149
1250269,60,76
1250271,60,-134
1250270,15,61
1250272,45,-239
1250266,15,-179
1250274,45,-14
1250275,-180,208
1250276,180,-74
1250273,-135,31
1250277,-180,91
1250282,-75,166
1250281,120,16
1250278,165,-89
1250283,-75,-149
1250286,195,-119
1250279,-105,196
1250287,0,1
1250289,-45,-14
1250284,-120,1
1250280,-195,196
1250290,-165,181
1250292,-100,-55
1250293,-180,-104
1250297,30,-149
1250296,-270,76
1250298,-30,-44
1250285,-45,16
1250299,-210,31
1250300,-45,-74
1250301,-180,91
1250291,30,-44
1250303,-75,121
1250294,-51,-104
1250304,-120,121
1250305,-150,46
1250288,-30,211
1250307,-60,-132
1250309,30,136
1250295,-195,16
1250310,-120,241
1250313,15,1
1250312,0,1
1250306,-30,-44
1250315,-240,106
1250308,-75,226
1250316,-105,-59
1250317,-90,-74
1250319,0,-164
1250311,-135,-74
1250318,-30,-74
1250321,-15,-14
1250302,60,-89
1250322,-90,-89
1250323,-60,16
1250320,-135,46
1250325,90,166
1250326,45,136
1250324,-75,-74
1250328,-15,-194
1250314,-195,-59
1250329,-105,16
1250331,-180,1
1250332,-165,31
1250334,-234,-17
1250333,0,91
1250338,60,241
1250336,45,16
1250337,-255,106
1250339,-150,-29
1250330,-150,136
1250341,-165,46
1250342,-150,16
1250340,210,-89
1250327,-120,196
1250335,-150,-44
1250344,-105,31
1250343,15,-74
1250346,105,-134
1250347,120,-59
1250345,105,-29
1250348,-60,181
1250351,105,-89
1250353,-60,61
1250354,15,-44
1250357,-15,-74
1250352,-75,46
1250355,60,-104
1250358,-255,61
1250356,-105,-104
1250359,-75,-59
1250350,150,-15
1250360,15,166
1250363,75,-44
1250362,60,16
1250365,90,16
1250361,-165,-59
1250367,-135,226
1250364,105,-149
1250368,285,-59
1250349,-195,46
1250369,-240,166
1250370,45,31
1250372,165,76
1250371,45,-119
1250374,150,-82
1250376,45,31
1250373,-75,-65
1250378,-180,-14
1250377,0,-149
1250380,45,-59
1250366,-90,-59
1250381,-105,1
1250379,0,-29
1250384,-15,151
1250383,225,-194
1250382,-45,-134
1250385,15,106
1250387,-120,121
1250389,-225,151
1250390,0,1
1250375,195,-104
1250388,-150,91
1250393,-15,211
1250386,-117,76
1250392,-15,-74
1250395,0,181
1250391,-210,151
1250394,-120,-59
1250398,240,-134
1250400,-105,-59
1250401,-60,16
1250402,-15,46
1250403,-60,-29
1250404,-165,-104
1250397,-75,61
1250406,-240,1
1250405,-120,1
1250396,-180,31
1250408,-105,16
1250409,-45,-89
1250407,-135,226
1250399,300,1
1250411,15,189
1250412,-105,-29
1250414,0,1
1250415,-30,31
1250418,-180,241
1250419,30,-119
1250420,135,-104
1250413,-240,241
1250422,-210,-14
1250421,-135,-269
1250410,-15,-209
1250423,-255,-149
1250416,-169,35
1250424,75,-29
1250426,-195,-14
1250417,60,-89
1250427,15,-104
1250429,-60,20
1250425,-75,76
1250432,0,1
1250431,-90,151
1250434,-150,91
1250428,0,-149
1250435,-210,121
1250437,60,136
1250433,-180,76
1250438,-135,-194
1250439,-90,136
1250441,-120,76
1250442,45,-14
1250436,-165,16
1250444,75,31
1250443,-60,-29
1250445,-270,256
1250446,-105,106
1250440,-150,-14
1250430,60,-149
1250447,-180,-14
1250449,105,-14
1250451,-45,-209
1250452,-90,-164
1250450,-90,211
1250456,60,-59
1250455,165,1
1250457,-210,-89
1250454,-134,151
1250458,15,16
1250448,-195,151
1250460,-15,-89
1250453,-90,46
1250461,15,196
1250462,0,31
1250459,45,-29
1250464,0,-194
1250466,15,16
1250468,-120,-14
1250469,-195,181
1250463,15,136
1250471,-225,91
1250472,180,106
1250473,45,18
1250465,-150,-59
1250474,225,166
1250476,15,31
1250470,45,76
1250478,-30,-179
1250477,-225,46
1250467,-150,76
1250480,120,31
1250481,-150,151
1250475,-30,-14
1250483,33,-119
1250484,-15,166
1250479,90,-149
1250486,-45,-164
1250487,-105,166
1250482,-105,16
1250489,-150,151
1250490,-60,76
1250492,-210,181
1250493,0,196
1250488,-105,-179
1250491,30,61
1250495,-150,-29
1250497,-45,46
1250496,120,-74
1250498,-135,181
1250500,-105,136
1250501,0,1
1250503,-90,181
1250494,105,-29
1250502,-14,121
1250504,90,-59
1250505,0,136
1250485,-75,31
1250506,30,61
1250507,-120,-49
1250499,90,151
1250509,-60,166
1250510,-60,61
1250511,-90,46
1250513,-75,226
1250517,165,-89
1250514,-45,136
1250516,-225,-29
1250519,-45,211
1250518,-45,-29
1250520,-165,106
1250512,45,-29
1250515,-225,106
1250523,-90,46
1250522,-195,166
1250521,-105,-59
1250525,-150,121
1250524,180,-134
1250528,60,31
1250527,120,-89
1250508,195,-44
1250529,-60,166
1250526,-45,121
1250531,-180,76
1250532,-150,196
1250533,30,91
1250536,-105,-59
1250534,75,-59
1250538,120,-14
1250539,-150,121
1250540,105,16
1250541,-15,151
1250543,-120,181
1250537,-75,151
1250544,-105,91
1250530,-15,91
1250545,-195,166
1250546,90,-194
1250547,-165,151
1250542,-60,46
1250535,-90,-59
1250549,-105,91
1250552,-60,-149
1250551,-240,121
1250553,-60,91
1250550,90,-44
1250556,120,-89
1250557,45,-134
1250548,-75,-119
1250558,30,-44
1250559,75,-134
1250555,-135,-44
1250562,30,-29
1250561,180,-15
1250560,-75,166
1250564,180,-29
1250565,15,-89
1250554,-210,61
1250567,30,-89
1250566,195,-89
1250563,-75,-59
1250570,-90,-74
1250571,-150,-119
1250568,-180,106
1250573,-150,226
1250569,-180,136
1250576,-135,121
1250574,105,-134
1250577,-45,151
1250572,135,-134
1250575,-60,-299
1250579,0,-29
1250581,180,1
1250583,-225,-194
1250582,45,-119
1250580,-30,-14
1250588,90,-134
1250587,-150,-14
1250586,30,-194
1250585,-90,31
1250591,0,1
1250584,-45,-119
1250592,60,211
1250593,-105,-134
1250595,-210,151
1250597,0,1
1250589,75,1
1250578,60,-59
1250594,-165,151
1250598,285,61
1250599,-180,211
1250600,-150,181
1250596,0,-14
1250604,-14,121
1250606,-45,-149
1250590,-134,-44
1250603,-135,46
1250605,-150,196
1250608,-180,16
1250601,105,16
1250609,-30,151
1250612,105,-119
1250607,-210,151
1250613,-15,-29
1250616,-240,136
1250618,30,106
1250602,-105,181
1250619,-90,91
1250614,0,-104
1250620,-90,241
1250610,-285,61
1250615,-60,61
1250622,90,-89
1250617,-120,61
1250624,-135,-89
1250627,-30,106
1250629,-90,-29
1250611,75,-149
1250626,-195,-44
1250630,105,-134
1250621,-45,1
1250623,-15,1
1250625,45,-29
1250631,-240,-29
1250634,165,106
1250628,-180,-119
1250633,-255,76
1250635,-105,-32
1250638,-165,-65
1250637,233,-98
1250639,105,-44
1250641,-120,1
1250642,-134,101
1250644,-150,61
1250643,135,16
1250645,60,-104
1250636,-135,31
1250632,-120,241
1250646,-105,1
1250640,-45,-14
1250648,-15,46
1250650,-105,46
1250647,255,1
1250649,165,91
1250656,-150,136
1250653,-60,46
1250658,180,46
1250657,-90,136
1250659,-117,-179
1250655,-150,91
1250654,-60,-44
1250661,-120,-29
1250663,-45,31
1250652,-165,46
1250660,45,-74
1250666,75,106
1250667,-210,211
1250662,-60,-89
1250651,-210,181
1250665,-30,166
1250670,45,-29
1250671,-120,76
1250675,-15,76
1250676,-75,91
1250674,-30,-119
1250673,210,16
1250669,150,256
1250677,0,1
1250679,-201,166
1250664,150,91
1250678,105,166
1250682,45,-119
1250683,-51,-89
1250680,15,-29
1250685,-135,106
1250668,-105,-29
1250686,30,-134
1250672,-165,-14
1250681,210,-14
1250687,45,-194
1250688,-195,101
1250684,30,166
1250689,90,-164
1250691,105,76
1250694,-90,91
1250698,-195,61
1250693,-105,76
1250697,45,-59
1250699,-135,61
1250700,15,-89
1250695,195,-44
1250692,-15,-44
1250690,30,-59
1250702,150,76
1250704,-75,31
1250703,-15,46
1250701,-120,31
1250708,135,-179
1250709,-60,-59
1250705,240,1
1250710,-150,-29
1250713,-180,76
1250712,45,121
1250715,-210,16
1250706,60,-74
1250716,-150,-106
1250711,150,-59
1250717,-15,91
1250718,-195,136
1250720,60,136
1250707,30,-59
1250722,-75,121
1250723,-285,196
1250714,270,-59
1250724,16,18
1250696,-180,166
1250719,30,-89
1250726,105,31
1250721,0,196
1250727,-150,-14
1250729,-165,211
1250725,0,-59
1250732,165,181
1250734,0,-74
1250731,-15,16
1250735,0,1
1250737,15,-29
1250738,-90,-44
1250728,90,1
1250740,-60,151
1250736,75,-29
1250741,15,-282
1250742,-105,-134
1250739,-84,101
1250733,-15,-134
1250744,-134,-59
1250730,75,136
1250747,-15,1
1250746,15,-98
1250745,180,-14
1250750,45,106
1250743,-30,-104
1250752,-180,181
1250753,-45,181
1250755,-135,18
1250748,-210,166
1250757,30,-104
1250754,-210,46
1250759,225,1
1250749,75,-164
1250758,-285,121
1250761,-195,76
1250763,120,-284
1250766,-90,-44
1250751,-90,1
1250765,-117,76
1250767,45,-14
1250762,210,-74
1250756,-90,1
1250760,-15,91
1250768,-150,121
1250771,-195,106
1250764,-60,-29
1250770,165,-104
1250775,-240,-14
1250776,-180,106
1250779,-240,61
1250780,-45,121
1250778,195,-149
1250781,-135,31
1250769,-30,-44
1250782,-45,-194
1250773,-105,-29
1250772,-75,31
1250777,-45,-74
1250783,0,-134
1250784,-45,16
1250786,-90,61
1250774,0,181
1250791,-120,91
1250792,-45,76
1250790,-210,61
1250794,60,16
1250785,150,-119
1250789,75,31
1250795,-150,151
1250787,-120,-44
1250796,-15,76
1250797,-30,196
1250788,45,-29
1250800,-90,16
1250802,-45,31
1250803,-100,-98
1250805,-165,1
1250806,-90,-59
1250807,-188,76
1250799,-105,1
1250798,-30,-14
1250808,-15,-209
1250809,-240,106
1250793,-30,46
1250801,-180,151
1250810,45,-149
1250804,-45,61
1250813,-45,166
1250814,-30,-59
1250817,-90,-44
1250819,-195,31
1250815,-120,151
1250821,30,211
1250820,-75,76
1250812,-225,-104
1250811,60,-14
1250822,-120,16
1250824,60,-104
1250825,-75,-104
1250816,-135,-14
1250823,-135,-74
1250818,-180,121
1250828,135,-59
1250829,-240,46
1250830,15,-59
1250834,90,-149
1250835,60,196
1250827,-60,16
1250826,0,301
1250832,-165,196
1250836,-45,-149
1250833,195,61
1250831,-45,-44
1250839,0,16
1250838,105,151
1250837,45,-89
1250840,-135,196
1250845,30,-29
1250846,60,-179
1250842,-135,166
1250843,-30,-14
1250841,-150,-14
1250847,270,61
1250844,-100,-29
1250850,30,-29
1250851,-45,16
1250854,-60,91
1250857,-165,121
1250856,75,1
1250859,-150,121
1250858,-105,136
1250860,-45,151
1250861,-51,46
1250862,-105,-59
1250852,-75,181
1250848,-195,106
1250849,-195,-59
1250863,-60,121
1250864,-240,181
1250855,90,-134
1250853,-270,91
1250869,-30,106
1250865,-105,-44
1250870,-210,136
1250873,-15,46
1250866,-45,1
1250874,-75,-59
1250875,-225,16
1250876,120,136
1250867,0,301
1250878,-30,-149
1250880,45,1
1250871,-150,151
1250879,-90,31
1250872,90,76
1250882,-60,16
1250868,-60,121
1250883,-60,-179
1250885,0,-89
1250887,-75,1
1250890,-180,166
1250889,0,-29
1250891,75,-74
1250881,-210,256
1250884,-75,61
1250893,15,16
1250892,-165,-179
1250886,-135,-74
1250894,-51,136
1250888,-90,-134
1250877,-100,-149
1250898,-195,76
1250897,210,-44
1250900,30,-44
1250903,135,-29
1250896,180,61
1250904,-45,-65
1250895,-180,121
1250905,-90,46
1250906,-45,-29
1250899,30,-29
1250908,-135,136
1250901,45,-104
1250911,-90,-92
1250910,-225,181
1250913,-90,226
1250907,-45,-149
1250902,-105,-104
1250915,-60,16
1250916,240,136
1250917,-105,46
