id,sex,teeth,months
4t31,male,52 62,10.6
4uxl,male,52 62,12.9
4x5v,male,52 62,5.7
4xsk,male,52 62,8.4
50cn,male,52 62,8.3
51hi,male,52 62,10.1
52s7,male,52 62,14.7
52zu,male,52 62,9.1
54qe,male,52 62,10.6
55in,male,52 62,11.9
57o9,male,52 62,10.2
58dn,male,52 62,6.2
59b2,male,52 62,6.3
5adn,male,52 62,10.8
5aoy,male,52 62,11.8
5c40,male,52 62,13
5crp,male,52 62,9.2
5dfj,male,52 62,14.4
5dso,male,52 62,9.4
5j8k,male,52 62,13.1
5k2v,male,52 62,6.4
5la9,male,52 62,9.8
5lpj,male,52 62,13.1
5q32,male,52 62,17.4
5r6a,male,52 62,6.4
5rnu,male,52 62,2.7
5swi,male,52 62,16.6
5vsn,male,52 62,12.7
5we1,male,52 62,7.4
5xn4,male,52 62,7.7
5ypy,male,52 62,6.4
61e1,male,52 62,10.2
627y,male,52 62,10.3
63t7,male,52 62,8.4
64qd,male,52 62,19
65gz,male,52 62,7.2
66sf,male,52 62,9.6
67qu,male,52 62,12.3
69vk,male,52 62,7.9
6aud,male,52 62,7.8
6cur,male,52 62,12.4
6dn4,male,52 62,8.8
6eqx,male,52 62,10.9
6h5v,male,52 62,9
6m31,male,52 62,6.4
6mu7,male,52 62,12
6phu,male,52 62,8.3
6szr,male,52 62,9.2
6tq5,male,52 62,6
6w2r,male,52 62,6.6
6yf0,male,52 62,12.4
6z53,male,52 62,8.8
6zrl,male,52 62,10.8
7106,male,52 62,9.1
728p,male,52 62,11.1
72xv,male,52 62,9.3
74j9,male,52 62,8.6
756u,male,52 62,15.3
76hs,male,52 62,13
787r,male,52 62,13.6
794q,male,52 62,13.1
7a1g,male,52 62,13.6
7d63,male,52 62,8
7e60,male,52 62,16.8
7fmv,male,52 62,6.5
7gjp,male,52 62,12.4
7hf8,male,52 62,13.7
7mb4,male,52 62,12.4
7ols,male,52 62,11.2
7qrd,male,52 62,12.3
7rmi,male,52 62,6.3
7skl,male,52 62,11.6
7ubc,male,52 62,10.9
7uwg,male,52 62,9.2
7vtc,male,52 62,15.2
7wo7,male,52 62,11.5
7x9g,male,52 62,10.2
7y7t,male,52 62,12.2
7yxs,male,52 62,6.3
80gp,male,52 62,11
814b,male,52 62,7.4
831a,male,52 62,9.2
84ar,male,52 62,11.2
84p6,male,52 62,5.9
8583,male,52 62,14.4
866l,male,52 62,5.8
88su,male,52 62,12.3
8b99,male,52 62,11.1
8blw,male,52 62,13.3
8cqw,male,52 62,11.7
8ddx,male,52 62,10.3
8fzv,male,52 62,12.3
8gh1,male,52 62,8.7
8ihx,male,52 62,8.9
8kdh,male,52 62,13.5
8luc,male,52 62,17.1
8mah,male,52 62,9.6
8of5,male,52 62,10.1
8pcu,male,52 62,10.1
8qg4,male,52 62,9.8
8s25,male,52 62,12.5
8spb,male,52 62,11.9
8tmn,male,52 62,8.1
8u77,male,52 62,5.1
8w2k,male,52 62,8.2
8wfs,male,52 62,10.4
8xe5,male,52 62,12.5
8zhe,male,52 62,10.9
904k,male,52 62,12.1
933g,male,52 62,13.7
94g5,male,52 62,12.9
9bgu,male,52 62,12.3
9cc4,male,52 62,11
9cif,male,52 62,3.7
9e8w,male,52 62,10.5
9f6b,male,52 62,9.3
9fpc,male,52 62,13.5
9h6r,male,52 62,12.1
9i2z,male,52 62,11.3
9iy3,male,52 62,9.8
9ju8,male,52 62,12.2
9kuf,male,52 62,12
9l2q,male,52 62,7.5
9lsl,male,52 62,13.1
9n4c,male,52 62,13.5
9pia,male,52 62,8.4
9qlh,male,52 62,8.2
9s01,male,52 62,7.8
9spy,male,52 62,10
9u4n,male,52 62,8.2
9uae,male,52 62,6.3
9vsz,male,52 62,14
9x6b,male,52 62,8.2
9yu2,male,52 62,11.3
a0b9,male,52 62,12.2
a576,male,52 62,13.9
a5wl,male,52 62,4.1
a7qo,male,52 62,6.7
a98h,male,52 62,10.7
aamp,male,52 62,13.8
abb1,male,52 62,10.5
ac6a,male,52 62,5.3
afl3,male,52 62,7
agfd,male,52 62,14
agz8,male,52 62,9.1
aiq9,male,52 62,9.7
aix6,male,52 62,9.5
ak8n,male,52 62,10.7
akoe,male,52 62,9.4
albi,male,52 62,10.6
aly2,male,52 62,6.8
ao8d,male,52 62,7.7
aoxi,male,52 62,13.9
ar2u,male,52 62,12
attf,male,52 62,8
avgh,male,52 62,12.4
aw6u,male,52 62,14.8
axd0,male,52 62,12.9
aytp,male,52 62,4.5
az47,male,52 62,11
b0vv,male,52 62,14.3
b1xe,male,52 62,13.7
b4t9,male,52 62,6.4
b66p,male,52 62,16.1
b7hb,male,52 62,9.4
bb3m,male,52 62,13.9
bbj2,male,52 62,10.6
bcup,male,52 62,14
bgc0,male,52 62,5.7
bh19,male,52 62,6.4
bhvf,male,52 62,8
biuj,male,52 62,17.8
bk12,male,52 62,5.4
bl7p,male,52 62,13.7
bmzu,male,52 62,8.8
boz7,male,52 62,8.8
bqbg,male,52 62,9
brko,male,52 62,9.4
btwb,male,52 62,9.2
buxf,male,52 62,9.4
by8i,male,52 62,13.1
byxr,male,52 62,8.8
bzqy,male,52 62,13.7
c0h5,male,52 62,8.7
c1hj,male,52 62,3.7
c27j,male,52 62,7
c7ib,male,52 62,9
c8rb,male,52 62,14.2
cbj5,male,52 62,8
cbxy,male,52 62,12.4
cckf,male,52 62,10.3
cee8,male,52 62,10.3
cetr,male,52 62,6.8
cho1,male,52 62,14.6
ckiz,male,52 62,8.7
cl2w,male,52 62,14.7
cme9,male,52 62,16.1
co3c,male,52 62,12.4
crbs,male,52 62,7.1
cskg,male,52 62,8.6
cv9o,male,52 62,10.1
cwwz,male,52 62,13.9
d011,male,52 62,6.2
d1ry,male,52 62,11.2
d2eq,male,52 62,15.4
d36v,male,52 62,14.1
d4mt,male,52 62,6.8
d6cn,male,52 62,9.4
d9ec,male,52 62,12.3
db3x,male,52 62,9.2
dbu4,male,52 62,13.9
dc5a,male,52 62,12.1
ddw9,male,52 62,12.9
dexo,male,52 62,13.7
dgap,male,52 62,9.7
dhcy,male,52 62,12.2
djem,male,52 62,7.9
dlgu,male,52 62,7.2
dnb0,male,52 62,11.3
dnum,male,52 62,8.7
dop3,male,52 62,6.3
dqji,male,52 62,11.2
dr54,male,52 62,7.9
dsqa,male,52 62,11.3
dv3s,male,52 62,13.4
dvld,male,52 62,5.7
dw0w,male,52 62,13.6
dxnt,male,52 62,8.9
dz34,male,52 62,11.6
e2n8,male,52 62,12
e36l,male,52 62,4
e6yo,male,52 62,10.8
e7l2,male,52 62,10.1
eafv,male,52 62,10.7
eatw,male,52 62,10.4
ec0l,male,52 62,3.2
ed7u,male,52 62,9.3
ee5v,male,52 62,7.3
efwi,male,52 62,11.7
ehu2,male,52 62,11.6
eljq,male,52 62,9.1
emku,male,52 62,13.3
eo60,male,52 62,9.7
eppp,male,52 62,14.2
ervz,male,52 62,9.1
etfh,male,52 62,9
ewnt,male,52 62,11.1
exag,male,52 62,9.7
eydc,male,52 62,8.2
ezds,male,52 62,7.8
f15w,male,52 62,8.8
f28l,male,52 62,14.9
f2q8,male,52 62,8.6
f6cl,male,52 62,10.4
f92s,male,52 62,7.5
f9z3,male,52 62,3.7
fbbj,male,52 62,10.8
fcj2,male,52 62,10.2
fdeb,male,52 62,7.6
fec7,male,52 62,10.8
fezb,male,52 62,10.8
fh1w,male,52 62,11.4
fjb1,male,52 62,15.1
fjg6,male,52 62,11.3
fktj,male,52 62,9.4
fq0v,male,52 62,10.4
fr6d,male,52 62,7.9
fs7m,male,52 62,7.3
ftp0,male,52 62,13
fuxy,male,52 62,2.3
fwxt,male,52 62,15.6
fxgn,male,52 62,11.2
fz3x,male,52 62,12.1
g21d,male,52 62,10.5
g400,male,52 62,11.7
g6o5,male,52 62,12.1
g7sq,male,52 62,11.7
g9sv,male,52 62,9.6
gd44,male,52 62,13.4
gf1a,male,52 62,9.6
gf7h,male,52 62,8.4
ggi1,male,52 62,10.3
gh9n,male,52 62,7.7
gi0s,male,52 62,11.8
gjdd,male,52 62,9
gkz7,male,52 62,9.7
gl9v,male,52 62,8.2
gm6t,male,52 62,12.5
gno9,male,52 62,12
gona,male,52 62,13.2
gpki,male,52 62,20.8
gpw4,male,52 62,12.1
grtd,male,52 62,3.8
gu1t,male,52 62,7.1
gwrt,male,52 62,9
gzo7,male,52 62,8.5
h195,male,52 62,15.2
h1gj,male,52 62,10.5
h37f,male,52 62,7.8
h497,male,52 62,5.7
h83f,male,52 62,11.5
h8wq,male,52 62,9.6
h9g0,male,52 62,8.3
hbgz,male,52 62,1.5
hd46,male,52 62,7.2
herw,male,52 62,7.3
hhj3,male,52 62,10.6
hiiv,male,52 62,13.5
hm27,male,52 62,8.9
hm9t,male,52 62,14.8
hnq6,male,52 62,10.8
ho1h,male,52 62,12
hpvw,male,52 62,14.1
hr3h,male,52 62,10
hrt8,male,52 62,5.9
hshy,male,52 62,8
htb7,male,52 62,9.7
huje,male,52 62,10.6
hvhw,male,52 62,2.7
hwtb,male,52 62,8.7
hx8x,male,52 62,12.2
hyi5,male,52 62,13.2
hyn6,male,52 62,7
i01l,male,52 62,9.7
i0ic,male,52 62,12.5
i28t,male,52 62,14.6
i3cj,male,52 62,10.4
i4ql,male,52 62,10.1
i6oe,male,52 62,11.7
i7dw,male,52 62,13.1
i7za,male,52 62,8.9
i90i,male,52 62,12.3
i9tt,male,52 62,10.8
iars,male,52 62,13.3
ibfk,male,52 62,8.9
ic18,male,52 62,7.4
icnp,male,52 62,6.2
idcj,male,52 62,7
ie5v,male,52 62,10.4
ifn0,male,52 62,8.8
igo0,male,52 62,14.6
ihyn,male,52 62,10.3
iiso,male,52 62,10.4
ilje,male,52 62,7.6
imgp,male,52 62,11.2
imv0,male,52 62,8.9
inph,male,52 62,9
io84,male,52 62,9.3
ip4o,male,52 62,12
ipz6,male,52 62,14.6
ir55,male,52 62,12.6
iruv,male,52 62,13.6
isgj,male,52 62,10.2
iufg,male,52 62,6.3
iwc3,male,52 62,9.7
iz9m,male,52 62,10.2
j3ce,male,52 62,11.2
j3m5,male,52 62,8.7
j64k,male,52 62,8.4
j72t,male,52 62,14.7
j7qa,male,52 62,12.6
j88x,male,52 62,17.1
jagm,male,52 62,12.8
jd34,male,52 62,9.2
jdje,male,52 62,14.5
jfzb,male,52 62,7.1
ji4y,male,52 62,10.9
jj1h,male,52 62,9.5
jkv4,male,52 62,13.5
jmoe,male,52 62,10.5
jp47,male,52 62,11.6
jr5y,male,52 62,8.9
jrs3,male,52 62,13.1
jvcr,male,52 62,13.4
1b9,female,82 72,11.8
24t,female,82 72,14.4
2ny,female,82 72,13.8
40u,female,82 72,9.8
518,female,82 72,8.7
654,female,82 72,11.3
6mq,female,82 72,12.5
8w7,female,82 72,12.3
aab,female,82 72,14.8
aw2,female,82 72,7.4
cyw,female,82 72,9.6
dts,female,82 72,6.7
e4y,female,82 72,10.2
jpn,female,82 72,13.2
ozn,female,82 72,13.3
pz8,female,82 72,11.6
qbw,female,82 72,13.8
tmd,female,82 72,12.5
uq6,female,82 72,10.6
wb9,female,82 72,10.2
x4n,female,82 72,11.9
yhh,female,82 72,10.9
zk0,female,82 72,15.7
13q7,female,82 72,12.6
15wt,female,82 72,12.8
176w,female,82 72,14.2
18q0,female,82 72,12.6
1a71,female,82 72,15.4
1azp,female,82 72,10.4
1dj5,female,82 72,10.1
1eq6,female,82 72,13.9
1fr7,female,82 72,12.8
1hyg,female,82 72,10.9
1k35,female,82 72,10.5
1kmt,female,82 72,10.8
1mxd,female,82 72,15.5
1qh4,female,82 72,8.9
1sa8,female,82 72,9.2
1tmp,female,82 72,10
1uew,female,82 72,11.5
1xo2,female,82 72,14.6
1zkz,female,82 72,12.2
20ai,female,82 72,10.8
215y,female,82 72,14.5
21ua,female,82 72,14.2
2359,female,82 72,10
24gz,female,82 72,8.3
25bq,female,82 72,14.9
25yt,female,82 72,11.2
29lp,female,82 72,14.6
2ak3,female,82 72,11.6
2av5,female,82 72,11.9
2euy,female,82 72,9.1
2fqv,female,82 72,8.9
2hbe,female,82 72,13.5
2hlq,female,82 72,12
2iiy,female,82 72,13.1
2j9b,female,82 72,10.9
2kgi,female,82 72,5.1
2lnr,female,82 72,7.6
2mgp,female,82 72,9.5
2obz,female,82 72,11.9
2p4t,female,82 72,13.4
2pgj,female,82 72,12.7
2usy,female,82 72,10.7
2vsx,female,82 72,12.8
2ygz,female,82 72,9.2
30dd,female,82 72,10.9
33fz,female,82 72,9.4
344e,female,82 72,12
3595,female,82 72,13.1
35r1,female,82 72,13.1
36ph,female,82 72,13.4
39sb,female,82 72,13.7
3ahs,female,82 72,12
3b37,female,82 72,16.9
3bs4,female,82 72,12.6
3dli,female,82 72,14.9
3dzv,female,82 72,14.3
3h80,female,82 72,9
3ilh,female,82 72,10.9
3kbe,female,82 72,8.6
3l52,female,82 72,15.9
3n44,female,82 72,15.5
3oof,female,82 72,9.7
3oso,female,82 72,8.4
3r8d,female,82 72,11.6
3s9u,female,82 72,10.1
3sqt,female,82 72,9
3uxt,female,82 72,10.5
3wcc,female,82 72,10.1
3wjz,female,82 72,12.9
3yja,female,82 72,12.4
41ox,female,82 72,10.7
46sp,female,82 72,9.1
47d5,female,82 72,16.2
489q,female,82 72,15
4am6,female,82 72,13.8
4bbu,female,82 72,14.7
4d9w,female,82 72,15.1
4e6a,female,82 72,15
4ej0,female,82 72,12.7
4geb,female,82 72,11.9
4nrj,female,82 72,8.8
4os0,female,82 72,12
4phu,female,82 72,11.7
4px5,female,82 72,14.6
4qny,female,82 72,9.5
4tt9,female,82 72,13.2
4vmn,female,82 72,14.6
4w30,female,82 72,9.6
4ya6,female,82 72,6.1
4zhw,female,82 72,11.9
50za,female,82 72,13.5
54dh,female,82 72,8.5
56jz,female,82 72,12.2
57d7,female,82 72,12.4
5eyf,female,82 72,13.5
5fb0,female,82 72,8.1
5g28,female,82 72,11.1
5hb3,female,82 72,10.6
5hm6,female,82 72,10.7
5igz,female,82 72,10.8
5m81,female,82 72,12.8
5nnt,female,82 72,15.7
5o0j,female,82 72,13.8
5p4o,female,82 72,11.2
5pmt,female,82 72,11.6
5tj0,female,82 72,12.5
5u4z,female,82 72,11.5
5v6s,female,82 72,13.5
5y30,female,82 72,9.4
5zb0,female,82 72,11.7
6089,female,82 72,12.8
62vg,female,82 72,9.9
64jc,female,82 72,12.3
685o,female,82 72,14.2
68nq,female,82 72,13.7
6b7s,female,82 72,12.1
6bpt,female,82 72,12
6egr,female,82 72,10.3
6frn,female,82 72,14.6
6gn5,female,82 72,15.5
6hw5,female,82 72,12.7
6ixs,female,82 72,8.7
6jy8,female,82 72,11.1
6kep,female,82 72,15.9
6ljm,female,82 72,12.1
6nj6,female,82 72,15.7
6nz6,female,82 72,13
6ppx,female,82 72,12.2
6qfs,female,82 72,12.8
6rea,female,82 72,12.8
6rur,female,82 72,11.7
6usp,female,82 72,8.3
6vh2,female,82 72,13.6
6wi0,female,82 72,10.5
6xb0,female,82 72,7.6
719h,female,82 72,10.4
73p0,female,82 72,12.3
75xz,female,82 72,9.5
77el,female,82 72,13.2
7b2l,female,82 72,12.5
7bju,female,82 72,13.1
7ceq,female,82 72,11.1
7ek7,female,82 72,7.1
7gdl,female,82 72,14.4
7ibf,female,82 72,11.7
7j3t,female,82 72,11.3
7jni,female,82 72,10.9
7kgv,female,82 72,11.3
7l8e,female,82 72,9.7
7ndc,female,82 72,11
7nve,female,82 72,13.6
7pcw,female,82 72,16.3
7pya,female,82 72,11.8
7t5y,female,82 72,13.5
7zgm,female,82 72,11.5
8247,female,82 72,13.1
825g,female,82 72,9.5
86re,female,82 72,15.3
87nz,female,82 72,10.9
89pm,female,82 72,10.4
8a6c,female,82 72,8.4
8e8i,female,82 72,12.9
8f6e,female,82 72,10.8
8gyt,female,82 72,10.6
8i4c,female,82 72,12
8jl2,female,82 72,12.2
8kt7,female,82 72,10
8n4u,female,82 72,10.1
8opa,female,82 72,9.2
8qx1,female,82 72,9.2
8veg,female,82 72,15.9
8yfo,female,82 72,15.2
8yzt,female,82 72,8.1
91ee,female,82 72,12.2
92dn,female,82 72,14.7
93tj,female,82 72,13
950a,female,82 72,8.8
95jl,female,82 72,12.7
96i2,female,82 72,9.9
97i4,female,82 72,13.1
97ub,female,82 72,6
98li,female,82 72,9.2
9a2s,female,82 72,5.3
9ai0,female,82 72,10.4
9dqm,female,82 72,12.4
9gfj,female,82 72,12.3
9ngh,female,82 72,16.3
9obk,female,82 72,14
9q3t,female,82 72,8.5
9rsx,female,82 72,4.2
9vcc,female,82 72,10.5
9xyy,female,82 72,7
9yq0,female,82 72,5.1
a0zv,female,82 72,13.8
a1l5,female,82 72,13.1
a1wl,female,82 72,11.3
a35m,female,82 72,14.2
a41p,female,82 72,15.6
a4iu,female,82 72,12.9
a6pb,female,82 72,12.2
a8kf,female,82 72,15.7
aa55,female,82 72,14.4
adem,female,82 72,12.1
adle,female,82 72,13.2
aena,female,82 72,15.2
ahve,female,82 72,10.4
an6l,female,82 72,9.7
apph,female,82 72,8.8
aqga,female,82 72,10.5
as2g,female,82 72,11.7
asae,female,82 72,15.6
at5b,female,82 72,9.2
auw7,female,82 72,12.3
ay8r,female,82 72,13.2
b072,female,82 72,7.4
b27v,female,82 72,10.1
b36i,female,82 72,9.8
b49k,female,82 72,13.4
b5ro,female,82 72,13.5
b818,female,82 72,10.5
b8q1,female,82 72,9.6
b9ny,female,82 72,10.4
baby,female,82 72,13.8
bd9q,female,82 72,14.9
bdse,female,82 72,11
bf1y,female,82 72,11
bfmg,female,82 72,15.4
bjo9,female,82 72,15.1
bm1j,female,82 72,12.1
bmqw,female,82 72,11.7
bnwa,female,82 72,14.9
bpeh,female,82 72,14.3
brpk,female,82 72,12.5
bsms,female,82 72,14.8
bui4,female,82 72,11.4
bw1a,female,82 72,12.8
bwmb,female,82 72,11.1
bx87,female,82 72,14.4
c2z9,female,82 72,11.4
c3uk,female,82 72,9.8
c4kz,female,82 72,11.6
c4yx,female,82 72,11.9
c61e,female,82 72,12.6
c6va,female,82 72,17.1
c880,female,82 72,9.2
c9yv,female,82 72,15
cahd,female,82 72,15.1
cdb7,female,82 72,11.2
cfjz,female,82 72,10.4
cgc6,female,82 72,16.9
chz5,female,82 72,9.9
cj79,female,82 72,14.3
ck0w,female,82 72,13.3
cmlm,female,82 72,12
co0f,female,82 72,11.9
cp8o,female,82 72,15.6
cppv,female,82 72,10.2
cqf4,female,82 72,10.6
csqz,female,82 72,10.6
ctgk,female,82 72,14.1
cuaw,female,82 72,14
cvvs,female,82 72,15.8
cxgj,female,82 72,12.7
cy5z,female,82 72,12.7
czim,female,82 72,8
d0pe,female,82 72,7.8
d404,female,82 72,9.4
d5gf,female,82 72,16.4
d6jw,female,82 72,10.8
d7sv,female,82 72,10.6
d8ix,female,82 72,13.3
dadp,female,82 72,15.5
dcsx,female,82 72,12.6
dfiq,female,82 72,4.5
dgmp,female,82 72,9.4
dios,female,82 72,14.3
dk4o,female,82 72,15.6
dkob,female,82 72,12.9
dmpa,female,82 72,10.2
dpol,female,82 72,15.3
drkp,female,82 72,10.7
dt0j,female,82 72,12.5
du43,female,82 72,14.3
dwti,female,82 72,11.7
dydn,female,82 72,9.9
e0f1,female,82 72,8.8
e0pd,female,82 72,12.1
e1fb,female,82 72,10.5
e4a8,female,82 72,10.2
e52w,female,82 72,12.1
e5t2,female,82 72,15.2
e6np,female,82 72,12.7
e8f4,female,82 72,6.9
e9m2,female,82 72,15.6
ecw1,female,82 72,11.4
ef35,female,82 72,8.5
egfd,female,82 72,14.8
eh72,female,82 72,13.2
eiwq,female,82 72,13.6
ejc6,female,82 72,13
ek3z,female,82 72,15
el1t,female,82 72,10.3
enjm,female,82 72,10.9
ep74,female,82 72,10.2
eq4b,female,82 72,11.1
ereg,female,82 72,13.2
esug,female,82 72,9.1
euds,female,82 72,13.5
evdp,female,82 72,13.7
ew0j,female,82 72,14.4
eymq,female,82 72,13.9
f0vk,female,82 72,10
f3o7,female,82 72,16.4
f4hz,female,82 72,14.8
f5cw,female,82 72,12.6
f5nh,female,82 72,11
f72m,female,82 72,12.5
f81g,female,82 72,11
fata,female,82 72,15.5
fbzr,female,82 72,10.5
fg62,female,82 72,8.7
fhiw,female,82 72,7.9
fibh,female,82 72,12.5
fl4o,female,82 72,15.7
flu1,female,82 72,13.4
fmnx,female,82 72,16.1
fnv0,female,82 72,8.2
fold,female,82 72,10.8
fpbz,female,82 72,16
fr18,female,82 72,9.7
ft06,female,82 72,9.1
fvbe,female,82 72,9.8
fwio,female,82 72,11.4
fyds,female,82 72,8.3
fzot,female,82 72,8.7
g0wu,female,82 72,11.6
g1v3,female,82 72,11.8
g3ee,female,82 72,10.6
g4mo,female,82 72,10.7
g54o,female,82 72,10.9
g65m,female,82 72,8
g84n,female,82 72,13.5
g90q,female,82 72,12.5
gaf5,female,82 72,9.6
gbas,female,82 72,14.2
gc7a,female,82 72,12
gdrb,female,82 72,12
gi5g,female,82 72,12.3
gjwr,female,82 72,13
gnfi,female,82 72,13.7
gqv5,female,82 72,14.4
gss3,female,82 72,13.7
gt2j,female,82 72,13.1
gv8h,female,82 72,9.7
gva4,female,82 72,10
gx53,female,82 72,15.6
gxy4,female,82 72,10.6
gymf,female,82 72,6.5
gzzp,female,82 72,13.8
h2sq,female,82 72,9.7
h54i,female,82 72,13.5
h60i,female,82 72,16.5
h66i,female,82 72,8.9
h72t,female,82 72,9.6
haae,female,82 72,8
hba9,female,82 72,14
hcwy,female,82 72,16.6
hdxl,female,82 72,11.4
hg18,female,82 72,11.5
hg7j,female,82 72,10.4
hi1m,female,82 72,10.5
hjx1,female,82 72,9.9
hkhx,female,82 72,17.2
hl15,female,82 72,11.9
homr,female,82 72,11.4
hq5j,female,82 72,16.9
hw3z,female,82 72,16.1
i15c,female,82 72,9.5
i2yy,female,82 72,12.9
i4wh,female,82 72,11.1
i5s9,female,82 72,7.4
if19,female,82 72,17.8
ih9x,female,82 72,10.8
ijnv,female,82 72,14.3
ikcz,female,82 72,11.8
isrq,female,82 72,10.9
itne,female,82 72,14.3
ivks,female,82 72,11
iwlg,female,82 72,9.3
ixc4,female,82 72,18.6
iyct,female,82 72,13.4
j0dg,female,82 72,8.9
j0o8,female,82 72,11.4
j1b8,female,82 72,12.8
j2b1,female,82 72,8.6
j4e9,female,82 72,11.5
j5mr,female,82 72,15
j9lj,female,82 72,5.8
ja17,female,82 72,11.3
jbg1,female,82 72,9.2
jcr3,female,82 72,14.9
jezf,female,82 72,10.6
jfa6,female,82 72,14.5
jgpk,female,82 72,15.6
jiud,female,82 72,7.8
jjv2,female,82 72,15.1
jltu,female,82 72,14.6
jmyj,female,82 72,8.7
jnqb,female,82 72,8.4
jocv,female,82 72,15.2
jqg8,female,82 72,12.9
jsom,female,82 72,10.2
jtgx,female,82 72,7.5
ju16,female,82 72,9.9
junl,female,82 72,12
3rp,male,82 72,9.2
75d,male,82 72,14.7
7qu,male,82 72,14.9
9l1,male,82 72,7.7
c3j,male,82 72,13
eoi,male,82 72,5.3
g0i,male,82 72,10.9
gy4,male,82 72,9.4
h13,male,82 72,15.6
igq,male,82 72,7.4
j5h,male,82 72,11
kj0,male,82 72,16.6
kv2,male,82 72,9.1
ltr,male,82 72,15
muo,male,82 72,15.7
nms,male,82 72,19.8
ogm,male,82 72,12
rre,male,82 72,11.9
rsp,male,82 72,15.6
snb,male,82 72,16.7
vee,male,82 72,11.2
xbu,male,82 72,17.3
z24,male,82 72,8.4
10a9,male,82 72,8.6
11sa,male,82 72,8.4
125j,male,82 72,17
130j,male,82 72,13.1
14jq,male,82 72,16.3
15gw,male,82 72,13.1
17qy,male,82 72,6.7
18wj,male,82 72,11.7
1br7,male,82 72,13.8
1cl6,male,82 72,13.2
1ctu,male,82 72,12.7
1f8i,male,82 72,13.1
1h7e,male,82 72,14.2
1i82,male,82 72,12.3
1jat,male,82 72,18
1l5e,male,82 72,7.7
1mds,male,82 72,-0.2
1nti,male,82 72,9.6
1o6r,male,82 72,9
1p05,male,82 72,6.6
1qjv,male,82 72,6.6
1rl9,male,82 72,5.6
1tha,male,82 72,12.1
1vj8,male,82 72,14.9
1wie,male,82 72,9.5
1ws8,male,82 72,15.6
1yk2,male,82 72,15.3
22fb,male,82 72,9.1
23tg,male,82 72,13.6
2774,male,82 72,15
27j9,male,82 72,17.8
28wt,male,82 72,11.8
2c3m,male,82 72,17.8
2cit,male,82 72,16.1
2dh5,male,82 72,13.9
2e2e,male,82 72,12.6
2g2g,male,82 72,10.3
2l2p,male,82 72,9.8
2n94,male,82 72,11.1
2qdv,male,82 72,15.9
2qto,male,82 72,6.8
2s3r,male,82 72,10.2
2svk,male,82 72,7.2
2ti2,male,82 72,7.2
2u5n,male,82 72,15.4
2w9l,male,82 72,18
2x8q,male,82 72,8.5
2yry,male,82 72,17
2zl5,male,82 72,11.8
30ub,male,82 72,19.7
31s4,male,82 72,12.5
3327,male,82 72,9.3
36zy,male,82 72,15.8
38d3,male,82 72,11.6
38mg,male,82 72,10.8
3cu3,male,82 72,6.7
3eus,male,82 72,16.2
3fz6,male,82 72,13.4
3gky,male,82 72,5.4
3igj,male,82 72,5.4
3jgn,male,82 72,8.1
3lu7,male,82 72,14.6
3nnk,male,82 72,11.3
3pyf,male,82 72,8.9
3qvq,male,82 72,10.1
3tm9,male,82 72,14.3
3upb,male,82 72,11.3
3xcw,male,82 72,13.7
3zaa,male,82 72,9.5
408c,male,82 72,14.7
40at,male,82 72,8.2
41wz,male,82 72,11.3
42ut,male,82 72,7.4
4412,male,82 72,16.5
44ev,male,82 72,12.3
45eh,male,82 72,11.8
469z,male,82 72,14.8
48uy,male,82 72,10
4a99,male,82 72,12.8
4c8o,male,82 72,15.3
4fjt,male,82 72,12.7
4gp6,male,82 72,15.5
4hl0,male,82 72,17.5
4idu,male,82 72,15.4
4jbb,male,82 72,6.9
4kau,male,82 72,14.1
4kmy,male,82 72,15.9
4lq0,male,82 72,10.5
4m5q,male,82 72,11.7
4muk,male,82 72,14.7
4rn1,male,82 72,6.3
4sn7,male,82 72,8.6
4t31,male,82 72,9.5
4uxl,male,82 72,3.4
4x5v,male,82 72,13.3
4xsk,male,82 72,8.8
50cn,male,82 72,12.5
51hi,male,82 72,11.1
52s7,male,82 72,11.4
52zu,male,82 72,12.8
54qe,male,82 72,13.6
55in,male,82 72,9.3
57o9,male,82 72,7.2
58dn,male,82 72,16.2
59b2,male,82 72,7.4
5adn,male,82 72,8
5aoy,male,82 72,10.2
5c40,male,82 72,14.6
5crp,male,82 72,14.4
5dfj,male,82 72,6.4
5dso,male,82 72,14.5
5j8k,male,82 72,7.6
5k2v,male,82 72,12.2
5la9,male,82 72,6.9
5lpj,male,82 72,13.2
5q32,male,82 72,10.5
5r6a,male,82 72,10.9
5rnu,male,82 72,11.7
5swi,male,82 72,12.4
5vsn,male,82 72,4.1
5we1,male,82 72,16.4
5xn4,male,82 72,17.1
5ypy,male,82 72,14.7
61e1,male,82 72,5.1
627y,male,82 72,14.2
63t7,male,82 72,15.1
64qd,male,82 72,13.2
65gz,male,82 72,13.1
66sf,male,82 72,11.2
67qu,male,82 72,16.1
69vk,male,82 72,9.3
6aud,male,82 72,15.7
6cur,male,82 72,9.9
6dn4,male,82 72,12.1
6eqx,male,82 72,17.1
6h5v,male,82 72,12.2
6m31,male,82 72,11.5
6mu7,male,82 72,13
6phu,male,82 72,11.4
6szr,male,82 72,8.2
6tq5,male,82 72,10.7
6w2r,male,82 72,12.9
6yf0,male,82 72,10
6z53,male,82 72,14.5
6zrl,male,82 72,10.7
7106,male,82 72,10.7
728p,male,82 72,13.6
72xv,male,82 72,7.7
74j9,male,82 72,10.5
